UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Comment
8689.0,L55868,L,297.1,308.5,1483.0,46.9,203.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8690.0,L55869,L,,308.4,1543.0,39.6,205.0,,0.0,0.0,0.0,,0.0,-
8691.0,,,297.1,308.5,1323.0,44.4,207.0,1.0,1.0,0.0,0.0,0.0,0.0,-
8692.0,L55871,L,,308.5,1555.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8693.0,L55872,L,297.1,308.4,1583.0,31.9,2.0,,0.0,0.0,0.0,0.0,0.0,-
8694.0,M23553,M,297.2,308.5,1584.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8695.0,,L,297.2,308.5,1766.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8696.0,m23555,M,297.2,308.6,1498.0,44.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8697.0,L55876,L,297.2,308.6,1413.0,49.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8698.0,L55877,L,297.3,308.6,1505.0,33.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8699.0,H38112,H,297.3,308.7,1438.0,46.2,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8700.0,M23559,"""M""",297.3,308.7,1655.0,34.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8701.0,M23560,M,297.3,308.7,1451.0,43.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8702.0,M23561,m,297.3,308.7,1466.0,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8703.0,L55882,L,297.2,308.6,1774.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,,-
8704.0,M23563,M,297.2,308.6,1284.0,51.3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8705.0,L55884,L,297.1,308.5,1425.0,40.0,-35.0,0.0,0.0,0.0,0.0,0.0,,-
8706.0,l55885,L,297.2,308.6,1437.0,52.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8707.0,L55886,L,297.2,,1335.0,,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8708.0,L55887,L,297.2,308.5,1471.0,41.7,41.0,0.0,0.0,0.0,0.0,,0.0,-
8709.0,M23568,M,297.2,308.5,1364.0,54.0,43.0,0.0,0.0,0.0,0.0,,0.0,-
8710.0,L55889,L,297.1,,1578.0,35.6,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8711.0,L55890, L,297.1,308.5,1712.0,32.1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8712.0,L55891,L,297.1,308.5,3733.0,28.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8713.0,L55892,l,297.2,308.6,1652.0,32.1,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8714.0,,L,297.2,308.6,1917.0,24.1,-54.0,0.0,0.0,,0.0,0.0,0.0,-
8715.0,M23574,M,24.05 °C,35.45 °C,1444.0,41.1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8716.0,,,297.1,308.6,1442.0,37.1,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8717.0,M23576,M,297.1,308.6,1717.0,,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8718.0,L55897,L,297.1,308.7,1474.0,42.3,64.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8719.0,L55898,L,297.2,308.7,1509.0,39.3,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8720.0,L55899,L,297.2,,1451.0,43.1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8721.0,L55900,L,297.3,308.8,1554.0,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8722.0,,L,24.05 °C,35.55 °C,1669.0,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8723.0,L55902,,,308.6,1366.0,50.4,74.0,0.0,0.0,0.0,0.0,0.0,,-
8724.0,L55903,L,297.2,308.6,1578.0,34.4,-76.0,0.0,,0.0,0.0,0.0,0.0,-
8725.0,M23584,M,297.2,308.6,1513.0,39.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8726.0,M23585,M,297.1,308.5,1515.0,42.1,81.0,,0.0,0.0,,0.0,0.0,-
,L55906,L,297.2,308.6,1562.0,33.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8728.0,L55907,L,297.2,308.7,1501.0,38.5,86.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8729.0,M23588,M,297.2,308.7,1398.0,38.1,,0.0,0.0,0.0,0.0,0.0,0.0,-
8730.0,"""L55909""",L,297.3,308.7,1352.0,53.8,91.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8731.0,H38144,H,24.15 °C,35.55 °C,1569.0,33.9,93.0,0.0,0.0,0.0,0.0,0.0,,-
,H38145,H,297.2,308.6,1486.0,46.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8733.0,"""L55912""",L,,308.6,1864.0,23.6,103.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8734.0,M23593,M,297.3,308.7,1447.0,44.5,105.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8735.0,L55914,L,297.2,308.6,1392.0,41.5,108.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8736.0,L55915,L,297.3,308.6,1358.0,47.6,110.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8737.0,,L,297.3,308.7,1491.0,40.2,112.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8738.0,L55917,L,297.3,308.7,1556.0,36.7,-114.0,0.0,0.0,,0.0,0.0,0.0,-
8739.0,L55918,L,297.3,308.7,1531.0,36.7,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8740.0,H38153,H,,308.7,1429.0,37.6,,0.0,0.0,0.0,0.0,0.0,0.0,-
8741.0,M23600,M,297.4,308.8,1573.0,33.9,123.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8742.0,"""L55921""",L,297.4,308.8,1538.0,41.2,126.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8743.0,L55922,L,297.4,308.8,1467.0,,128.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8744.0,H38157,H,297.4,308.7,1323.0,51.1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8745.0,M23604,M,297.4,308.7,1798.0,23.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8746.0,L55925,L,,308.6,1411.0,46.3,138.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8747.0,L55926,L,297.3,,1528.0,44.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8748.0,L55927,L,297.3,308.5,1504.0,42.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8749.0,L55928,L,297.3,308.5,1384.0,39.6,144.0,0.0,0.0,0.0,0.0,,0.0,-
8750.0,L55929,L,297.2,308.4,1677.0,26.4,146.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8751.0,L55930,L,297.3,308.5,1764.0,30.8,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8752.0,M23611,M,297.4,308.5,1472.0,42.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8753.0,M23612,M,297.4,308.5,1465.0,55.9,153.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8754.0,M23613,M,297.4,308.6,1657.0,33.1,156.0,,0.0,0.0,0.0,0.0,0.0,-
8755.0, L55934,L,297.4,308.6,1635.0,30.5,159.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8756.0,M23615,M,297.4,308.7,1582.0,,161.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8757.0,L55936,L,297.5,308.7,1761.0,26.2,164.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8758.0, L55937,,297.5,,1587.0,,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8759.0,M23618,M,297.5,308.7,1446.0,53.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8760.0,M23619,M,297.5,308.7,1352.0,53.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8761.0,M23620,M,297.4,308.7,1392.0,46.4,174.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8762.0,L55941,L,24.35 °C,35.65 °C,1417.0,49.8,177.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8763.0,H38176,h,297.5,308.8,1824.0,24.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8764.0,L55943,L,297.5,308.8,1603.0,36.7,,0.0,0.0,0.0,0.0,0.0,0.0,-
8765.0,L55944,L,297.4,308.8,1620.0,33.4,,0.0,0.0,,0.0,0.0,0.0,-
8766.0,L55945,L,297.4,308.8,1353.0,49.4,188.0,,0.0,0.0,0.0,0.0,0.0,-
8767.0,L55946,L,297.5,308.8,1360.0,50.7,190.0,,0.0,0.0,0.0,0.0,0.0,-
8768.0,L55947,L,297.5,308.6,1380.0,53.5,192.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8769.0,,,297.5,308.7,1363.0,53.6,194.0,0.0,0.0,0.0,,0.0,0.0,-
8770.0,M23629,M,297.4,308.6,1452.0,41.2,197.0,0.0,0.0,,0.0,0.0,0.0,-
8771.0,L55950,L,24.25 °C,35.45 °C,,32.8,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8772.0,L55951,L,297.5,308.6,,39.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8773.0,L55952,L,297.5,308.6,1621.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L55953,,297.5,308.6,1585.0,37.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8775.0,M23634,M,297.6,308.7,1408.0,51.5,4.0,0.0,0.0,0.0,0.0,0.0,,-
8776.0,H38189,H,297.5,308.6,1536.0,38.7,7.0,0.0,0.0,0.0,,0.0,0.0,-
8777.0,L55956,,297.5,308.6,1352.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,H38191, H,297.5,308.6,1481.0,38.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8779.0,L55958,L,297.5,308.7,1454.0,45.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8780.0,M23639,M,297.5,308.6,1349.0,51.5,21.0,0.0,0.0,0.0,0.0,,,-
8781.0,M23640,M,297.5,308.6,1327.0,52.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8782.0,L55961,L,297.6,308.7,1552.0,42.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8783.0,,L,297.5,308.7,1456.0,44.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8784.0,M23643,"""M""",297.6,308.6,1254.0,45.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8785.0,L55964,L,297.5,308.6,1437.0,43.3,34.0,0.0,,0.0,0.0,,0.0,-
8786.0,L55965,L,297.5,308.6,1694.0,27.1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8787.0,L55966,L,297.5,308.5,1306.0,50.7,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8788.0,M23647,M,297.5,308.5,1699.0,30.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8789.0,L55968,l,297.4,308.5,1369.0,53.2,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8790.0,L55969,L,297.4,308.5,1471.0,43.9,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8791.0,L55970,L,297.4,308.5,1410.0,43.9,47.0,0.0,0.0,,0.0,0.0,0.0,-
8792.0,M23651,"""M""",24.25 °C,35.35 °C,1412.0,45.5,49.0,0.0,0.0,0.0,,0.0,0.0,-
8793.0,L55972,L,297.4,308.5,1418.0,51.2,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L55973,L,297.4,308.5,1782.0,25.9,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8795.0,M23654,M,297.4,308.5,1497.0,36.4,56.0,0.0,0.0,,0.0,0.0,0.0,-
8796.0,L55975,L,297.3,308.4,1459.0,39.4,59.0,0.0,,0.0,0.0,0.0,0.0,-
8797.0,L55976,L,297.2,308.3,1796.0,23.8,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8798.0,L55977,L,297.2,308.3,1569.0,31.2,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8799.0,L55978,L,297.3,308.4,1469.0,46.7,65.0,0.0,0.0,0.0,0.0,,0.0,-
8800.0,L55979,L,297.3,308.4,1472.0,41.3,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8801.0,L55980,L,297.4,308.5,1475.0,47.2,69.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8802.0,L55981,L,297.4,308.6,1488.0,36.4,71.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8803.0,L55982,L,297.4,308.6,1524.0,43.1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8804.0,L55983,L,297.4,308.5,1486.0,48.6,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8805.0,M23664,M,297.5,308.6,1255.0,60.7,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8806.0,M23665,M,297.4,308.6,1469.0,42.6,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8807.0,L55986,L,297.4,308.5,1692.0,34.3,83.0,0.0,0.0,,0.0,0.0,0.0,-
8808.0,M23667,M,297.4,308.6,1604.0,32.8,85.0,0.0,,0.0,0.0,,0.0,-
8809.0,L55988,L,297.4,308.6,1446.0,48.1,88.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8810.0,L55989,L,297.3,308.5,1503.0,43.3,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8811.0,M23670,M,297.3,308.5,1625.0,32.8,92.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8812.0,L55991, L,297.2,308.5,1574.0,35.8,95.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8813.0,M23672,M,297.2,308.4,1378.0,41.9,97.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8814.0,L55993,L,23.95 °C,35.25 °C,1693.0,29.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L55994, L,297.2,308.4,1462.0,51.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
8816.0,H38229,H,297.3,308.5,1435.0,55.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8817.0,M23676,M,297.2,308.5,1425.0,45.8,109.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8818.0,H38231,H,24.15 °C,35.45 °C,1376.0,53.5,112.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8819.0,M23678,M,297.4,308.7,1481.0,48.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8820.0,H38233,H,297.4,308.7,1349.0,48.9,,0.0,0.0,0.0,0.0,0.0,0.0,-
8821.0,L56000,L,297.3,308.7,1551.0,40.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8822.0,H38235,H,297.4,308.7,1623.0,33.8,127.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8823.0,,L,297.4,308.8,1462.0,,132.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8824.0,M23683,M,297.3,308.8,1447.0,57.4,,0.0,0.0,0.0,0.0,,,-
8825.0,M23684,M,297.3,308.9,1799.0,24.5,137.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8826.0,M23685,M,297.3,308.8,1548.0,41.3,140.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8827.0,M23686,M,24.05 °C,35.65 °C,1485.0,47.9,143.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8828.0,L56007,,297.2,,1463.0,49.9,146.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8829.0,L56008,L,297.3,308.7,1587.0,35.8,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8830.0,,M,297.3,308.8,,44.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8831.0,H38244,H,297.3,308.7,1430.0,42.8,153.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8832.0,H38245,H,297.4,308.7,1726.0,26.8,158.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8833.0,L56012,L,297.4,308.8,1651.0,34.1,163.0,0.0,0.0,0.0,0.0,,,-
8834.0,L56013,L,297.4,308.8,1529.0,41.3,165.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8835.0,l56014,L,297.4,308.8,1473.0,46.2,167.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8836.0,H38249,H,297.4,308.8,1324.0,53.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8837.0,L56016,L,297.4,308.9,1708.0,28.8,174.0,0.0,0.0,,0.0,0.0,0.0,-
8838.0,M23697,M,24.35 °C,35.95 °C,1540.0,38.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8839.0,L56018,L,297.5,309.0,,54.7,179.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8840.0,,M,297.4,308.9,1376.0,39.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8841.0,M23700,M,297.3,308.7,1542.0,37.0,184.0,0.0,0.0,0.0,0.0,,0.0,-
,L56021,L,297.3,308.7,1506.0,39.3,187.0,0.0,0.0,0.0,,0.0,0.0,-
8843.0,"""L56022""",L,297.3,308.7,1492.0,43.6,189.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8844.0,H38257,H,297.3,308.8,1564.0,38.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8845.0,H38258,H,297.4,308.9,1645.0,30.8,196.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8846.0,M23705,M,297.4,308.9,1348.0,59.1,201.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8847.0,M23706, M,297.4,308.8,1325.0,,204.0,1.0,1.0,0.0,0.0,1.0,0.0,-
8848.0,l56027,L,297.5,308.9,3443.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8849.0,M23708,M,297.5,308.9,1436.0,44.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8850.0,L56029,L,297.5,308.9,1596.0,30.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8851.0,L56030,L,297.6,309.0,1491.0,43.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8852.0,M23711,M,297.7,308.9,1573.0,35.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8853.0,L56032,L,297.7,308.9,1575.0,39.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56033,L,297.7,308.9,1458.0,41.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8855.0,M23714,M,297.7,309.0,1433.0,41.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8856.0,L56035,"""L""",297.7,308.9,1662.0,28.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8857.0,M23716,M,297.7,308.9,1327.0,63.7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8858.0,L56037,L,297.7,308.9,1742.0,26.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8859.0,L56038,L,297.8,308.9,1506.0,33.5,26.0,0.0,,0.0,0.0,0.0,0.0,-
8860.0,L56039,L,,309.1,1457.0,44.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8861.0,M23720,M,297.9,309.1,1488.0,37.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8862.0,L56041,L,297.9,309.1,1619.0,34.7,-33.0,,0.0,0.0,0.0,0.0,0.0,-
8863.0,m23722,M,298.0,309.2,1558.0,41.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8864.0,L56043,L,298.0,309.2,1731.0,28.7,38.0,0.0,0.0,0.0,0.0,,0.0,-
8865.0,M23724,M,24.85 °C,35.95 °C,1574.0,34.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56045,L,,309.0,1290.0,49.8,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8867.0,H38280,H,24.75 °C,35.75 °C,1416.0,39.6,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8868.0,L56047,L,297.9,308.9,1566.0,41.9,50.0,0.0,0.0,0.0,0.0,0.0,,-
8869.0,L56048,L,297.9,309.0,1456.0,46.5,52.0,0.0,,0.0,0.0,,0.0,-
8870.0,L56049,L,297.9,309.0,1528.0,37.5,,0.0,0.0,0.0,,0.0,0.0,-
8871.0,M23730,M,24.75 °C,35.95 °C,1338.0,49.6,56.0,0.0,0.0,0.0,,0.0,0.0,-
8872.0,M23731,M,24.75 °C,35.95 °C,1558.0,39.2,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,M23732,M,297.9,309.1,1614.0,38.1,62.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8874.0,H38287,H,298.0,309.1,1557.0,36.4,65.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8875.0,L56054,L,24.95 °C,36.15 °C,1443.0,45.3,70.0,0.0,0.0,0.0,,0.0,0.0,-
8876.0,H38289,H,298.1,309.3,1332.0,51.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8877.0,M23736,M,298.1,309.3,,25.2,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8878.0,M23737,M,298.1,309.2,1460.0,45.8,80.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8879.0,"""L56058""",L,298.1,309.2,1802.0,26.9,83.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8880.0,L56059,L,298.0,309.2,1527.0,39.5,85.0,0.0,,0.0,,0.0,0.0,-
8881.0,L56060,L,298.0,309.2,1458.0,39.8,87.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8882.0,H38295,H,298.0,309.2,1520.0,37.9,89.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8883.0,L56062,L,298.0,309.2,1378.0,49.7,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8884.0,M23743,M,297.9,309.2,1529.0,38.1,96.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8885.0,L56064,L,298.0,309.2,1527.0,32.4,99.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8886.0,M23745,M,298.0,309.2,1438.0,42.9,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56066,L,297.9,309.0,1583.0,36.7,104.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8888.0,L56067,L,297.8,308.9,1530.0,37.6,106.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8889.0,M23748,M,297.7,308.9,1530.0,39.1,108.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8890.0,M23749,M,297.7,308.8,2089.0,19.1,111.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8891.0,L56070,L,297.7,308.8,1616.0,34.2,114.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8892.0,M23751, M,297.7,308.9,1681.0,28.3,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8893.0,L56072,L,297.6,308.8,1475.0,43.0,119.0,,,0.0,0.0,0.0,0.0,-
8894.0,,L,297.5,308.7,,46.5,,0.0,0.0,0.0,0.0,0.0,0.0,-
8895.0,M23754,M,24.35 °C,nan °C,1546.0,38.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8896.0,H38309,H,297.4,308.6,1461.0,40.1,126.0,0.0,,0.0,0.0,0.0,0.0,-
8897.0,L56076,L,297.4,308.7,1638.0,31.9,131.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8898.0,M23757,M,297.3,308.7,1577.0,35.6,133.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8899.0,L56078,L,297.4,308.6,1532.0,38.7,136.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8900.0,M23759,M,297.3,308.5,3710.0,27.7,138.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8901.0,M23760,M,297.3,308.6,1584.0,29.4,141.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8902.0,l56081,L,297.3,308.6,1446.0,50.1,144.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8903.0,H38316,H,297.4,308.7,1522.0,46.3,146.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8904.0,M23763,M,297.4,308.7,1382.0,49.9,151.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8905.0,L56084,L,297.4,308.7,1584.0,38.2,154.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8906.0,L56085,,297.3,308.6,1385.0,55.2,156.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8907.0,L56086,L,297.3,308.7,,34.4,158.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8908.0,M23767, M,297.2,308.6,1404.0,43.7,160.0,0.0,0.0,0.0,0.0,,0.0,-
8909.0,L56088,l,297.2,308.5,1518.0,44.3,163.0,0.0,0.0,0.0,,0.0,0.0,-
8910.0,L56089,L,297.1,308.4,1529.0,40.4,165.0,0.0,0.0,0.0,0.0,0.0,,-
, L56090,L,297.1,308.4,1550.0,37.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8912.0,L56091,L,297.1,,1773.0,23.8,169.0,0.0,0.0,0.0,,0.0,0.0,-
8913.0,L56092,L,297.2,308.5,1446.0,,-171.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8914.0,M23773,M,297.2,308.5,1487.0,46.9,173.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8915.0,M23774,M,297.3,308.5,1524.0,49.3,176.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56095, L,23.95 °C,35.15 °C,1403.0,54.1,179.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8917.0,L56096,L,297.1,308.2,2267.0,15.7,181.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8918.0,M23777,M,297.1,308.2,1529.0,37.9,183.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8919.0,L56098,L,297.1,308.2,1402.0,,-186.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8920.0,L56099,L,,308.3,1693.0,28.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8921.0,,L,,308.3,1496.0,45.8,190.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8922.0, L56101,l,297.1,308.1,1633.0,33.3,192.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8923.0,L56102,L,297.1,,1399.0,,194.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8924.0,M23783,M,297.0,308.1,1363.0,45.3,196.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8925.0,H38338,H,297.1,308.2,1527.0,42.2,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8926.0,M23785,M,297.2,,1405.0,42.5,204.0,0.0,0.0,0.0,,0.0,0.0,-
8927.0,M23786,M,297.3,308.3,3459.0,59.6,,1.0,0.0,0.0,1.0,1.0,0.0,-
8928.0,M23787,M,297.4,308.4,1789.0,25.0,210.0,0.0,0.0,0.0,,0.0,0.0,-
8929.0,L56108,L,,308.4,1531.0,41.5,213.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8930.0,M23789,M,297.4,308.4,1620.0,35.8,215.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8931.0,L56110,L,24.25 °C,35.25 °C,1571.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8932.0,L56111,L,297.4,308.4,1434.0,39.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8933.0,L56112,L,297.4,308.4,1474.0,43.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-
